#,Module,Spec Method,Spec Endpoint,Purpose,Spec Auth,Spec Notes,Status,Current Method,Current Endpoint,Source File,Implementation / Gap Notes
1,1. Auth & Account Mgmt,POST,/api/v1/auth/otp/request,Send OTP to phone for verification/login,Public,Rate-limited; abuse prevention required,Present,POST,/api/v1/auth/otp/request,src/auth/auth.controller.ts:139,"Generic OTP request supporting purposes: login, email_verification, password_reset. OTP delivered via email (Resend) since no SMS provider is wired; spec calls this ""phone"" but channel is email."
2,1. Auth & Account Mgmt,POST,/api/v1/auth/otp/verify,Verify OTP code,Public,,Present,POST,/api/v1/auth/otp/verify,src/auth/auth.controller.ts:149,"Returns JWT tokens + user for purpose=login, success message for email_verification, reset token for password_reset."
3,1. Auth & Account Mgmt,POST,/api/v1/auth/otp/resend,Resend OTP (rate-limited),Public,Cooldown required,Present,POST,/api/v1/auth/otp/resend,src/auth/auth.controller.ts:160,60-second cooldown enforced by OtpService. Works for all purposes.
4,1. Auth & Account Mgmt,POST,/api/v1/auth/login,Login via phone OTP,Public,,Partial,POST,/api/v1/auth/login,src/auth/auth.controller.ts:179,"Email + password login at this path. For passwordless email-OTP login, FE calls /auth/otp/request then /auth/otp/verify with purpose=login. Endpoint Present; phone (SMS) not implemented."
5,1. Auth & Account Mgmt,POST,/api/v1/auth/login/password,Optional password login,Public,Only if password auth enabled,Present,POST,/api/v1/auth/login/password,src/auth/auth.controller.ts:211,Spec-aligned alias of /auth/login (email+password flow).
6,1. Auth & Account Mgmt,POST,/api/v1/auth/register,Progressive signup after guest checkout,Public,,Present,POST,/api/v1/auth/register,src/auth/auth.controller.ts:128,"Single-call wrapper that orchestrates register/email + register/details + register/password. Multi-step routes still live for the existing wizard FE."
7,1. Auth & Account Mgmt,POST,/api/v1/auth/password/reset/request,Trigger password reset via OTP,Public,,Present,POST,/api/v1/auth/password/reset/request,src/auth/auth.controller.ts:186,Spec-aligned alias of /auth/forgot-password. Both paths live and behave identically.
8,1. Auth & Account Mgmt,POST,/api/v1/auth/password/reset/confirm,Confirm new password,Public,,Present,POST,/api/v1/auth/password/reset/confirm,src/auth/auth.controller.ts:210,Spec-aligned alias of /auth/forgot-password/reset. Middle OTP step at /auth/forgot-password/verify.
9,1. Auth & Account Mgmt,POST,/api/v1/auth/logout,Logout / invalidate session,User,,Present,POST,/api/v1/auth/logout,src/auth/auth.controller.ts:246,Invalidates refresh token and clears Passport session.
10,1. Auth & Account Mgmt,POST,/api/v1/auth/refresh,Refresh access token,User,,Present,POST,/api/v1/auth/refresh,src/auth/auth.controller.ts:230
11,1. Auth & Account Mgmt,GET,/api/v1/auth/me,Get current authenticated user,User,,Present,GET,/api/v1/auth/me,src/auth/auth.controller.ts:262,Spec-aligned alias of /auth/profile. Both paths live.
12,1. Auth & Account Mgmt,GET,/api/v1/auth/logs,Auth event logs (for user),User,Audit log requirement,Present,GET,/api/v1/auth/logs,src/auth/auth.controller.ts:341,"AuthEventsService logs login/logout/refresh/register/password_reset/2fa/clerk_login events. Endpoint returns paginated own events. IP/UA capture is a follow-up."
13,2. User Profile,GET,/api/v1/users/profile,Get profile,User,,Present,GET,/api/v1/users/profile,src/users/users.controller.ts:38,Self-scoped profile read using CurrentUser. Returns same shape as /auth/me.
14,2. User Profile,PATCH,/api/v1/users/profile,Update profile details,User,,Present,PATCH,/api/v1/users/profile,src/users/users.controller.ts:45,"Self-update for firstName, lastName, phoneNumber, dateOfBirth. Email/password updates go through dedicated flows."
15,2. User Profile,GET,/api/v1/users/addresses,List saved addresses,User,,Present,GET,/api/v1/users/addresses,src/addresses/addresses.controller.ts:25,New AddressesModule. Default address sorted first.
16,2. User Profile,POST,/api/v1/users/addresses,Add new address,User,,Present,POST,/api/v1/users/addresses,src/addresses/addresses.controller.ts:32,First address automatically becomes default.
17,2. User Profile,PATCH,/api/v1/users/addresses/{id},Update address,User,,Present,PATCH,/api/v1/users/addresses/{id},src/addresses/addresses.controller.ts:38,Ownership check enforces user can only edit own addresses.
18,2. User Profile,DELETE,/api/v1/users/addresses/{id},Delete address,User,,Present,DELETE,/api/v1/users/addresses/{id},src/addresses/addresses.controller.ts:48,Soft delete (sets deletedAt + clears isDefault).
19,2. User Profile,POST,/api/v1/users/addresses/{id}/default,Set default address,User,,Present,POST,/api/v1/users/addresses/{id}/default,src/addresses/addresses.controller.ts:58,Clears default flag from siblings then sets this one.
20,2. User Profile,POST,/api/v1/users/consent/marketing,Set marketing consent (NDPR),User,NDPR compliance,Present,POST,/api/v1/users/consent/marketing,src/users/users.controller.ts:55,Stores marketingConsentAt timestamp on user.
21,2. User Profile,POST,/api/v1/users/data/delete-request,Right-to-be-forgotten request,User,NDPR compliance,Present,POST,/api/v1/users/data/delete-request,src/users/users.controller.ts:69,Creates DataRequest record (kind=delete) for admin to process.
22,2. User Profile,GET,/api/v1/users/data/export,Export user data (NDPR),User,NDPR compliance,Present,GET,/api/v1/users/data/export,src/users/users.controller.ts:84,Returns JSON bundle of user + addresses; logs an export DataRequest for audit.
23,3. Catalog & Storefront,GET,/api/v1/categories,List all categories,Public,,Present,GET,/api/v1/categories,src/categories/categories.controller.ts:13
24,3. Catalog & Storefront,GET,/api/v1/categories/{slug},Get category details,Public,,Present,GET,/api/v1/categories/{slug},src/categories/categories.controller.ts:20,Returns name/slug/iconUrl/parent/productCount for a single category.
25,3. Catalog & Storefront,GET,/api/v1/categories/{slug}/products,Products in category,Public,,Present,GET,/api/v1/categories/{slug}/products,src/products/category-products.controller.ts:13,Nested route added; reuses paginated products query.
26,3. Catalog & Storefront,GET,/api/v1/collections/featured,Featured collections,Public,,Present,GET,/api/v1/collections/featured,src/collections/collections.controller.ts:12,Backed by products tagged sections=featured.
27,3. Catalog & Storefront,GET,/api/v1/collections/flash-sales,Active Flash Sales products,Public,Powered by promo slots,Present,GET,/api/v1/collections/flash-sales,src/collections/collections.controller.ts:19,"Endpoint live; backed by products tagged sections=flash_sale. Populating that tag is admin/promo-slot work."
28,3. Catalog & Storefront,GET,/api/v1/collections/best-deals,Active Best Deals products,Public,Powered by promo slots,Present,GET,/api/v1/collections/best-deals,src/collections/collections.controller.ts:26,Backed by products tagged sections=best_deals.
29,3. Catalog & Storefront,GET,/api/v1/products,List/search products with filters,Public,,Present,GET,/api/v1/products,src/products/products.controller.ts:29,Supports category/subcategory/section/search/price/stock filters + pagination.
30,3. Catalog & Storefront,GET,/api/v1/products/{id},Product detail page,Public,,Present,GET,/api/v1/products/{idOrSlug},src/products/products.controller.ts:40,Handler accepts Mongo ObjectId or slug. Backwards-compatible with prior slug-only calls.
31,3. Catalog & Storefront,GET,/api/v1/products/{id}/variants,Product variants,Public,,Present,GET,/api/v1/products/{productId}/variants,src/products/products.controller.ts:54,Returns variantAxes + variants[] + defaultVariantId.
32,3. Catalog & Storefront,GET,/api/v1/products/{id}/availability,Stock check,Public,,Present,GET,/api/v1/products/{productId}/availability,src/products/products.controller.ts:61,Returns productInStock + per-variant stock summary.
33,3. Catalog & Storefront,GET,/api/v1/products/{id}/policies,Item return/delivery policy badges,Public,Per-item policy display,Present,GET,/api/v1/products/{productId}/policies,src/products/products.controller.ts:54,Spec-aligned route added. Legacy /policies/products/{productId} also still works.
34,3. Catalog & Storefront,GET,/api/v1/products/{id}/related,Related items,Public,,Present,GET,/api/v1/products/{productId}/related,src/products/products.controller.ts:43
35,3. Catalog & Storefront,GET,/api/v1/search,Global search,Public,,Present,GET,/api/v1/search,src/search/search.controller.ts:13,"Full search with q, page, limit, category, brand, minPrice, maxPrice, sort. Reuses ProductsService.findAll text index."
36,3. Catalog & Storefront,GET,/api/v1/search/suggestions,Search autocomplete,Public,,Present,GET,/api/v1/search/suggestions,src/search/search.controller.ts:19,Spec-aligned alias of /search/suggest. Both paths live.
37,3. Catalog & Storefront,GET,/api/v1/brands,List brands,Public,,Present,GET,/api/v1/brands,src/brands/brands.controller.ts:12,"Aggregates distinct brand from products with productCount, sorted by count desc."
38,4. Cart,POST,/api/v1/cart,Create cart (guest or user),Public,,Present,POST,/api/v1/cart,src/cart/cart.controller.ts:30,"Auth users get their primary cart (find-or-create). Guests get a new cart + guestToken in response; future calls must include x-guest-token header."
39,4. Cart,GET,/api/v1/cart/{cartId},Retrieve cart,Public/User,,Present,GET,/api/v1/cart/{cartId},src/cart/cart.controller.ts:39,Access enforced by JWT (user cart) or x-guest-token header (guest cart).
40,4. Cart,POST,/api/v1/cart/{cartId}/items,Add item to cart,Public/User,,Present,POST,/api/v1/cart/{cartId}/items,src/cart/cart.controller.ts:47
41,4. Cart,PATCH,/api/v1/cart/{cartId}/items/{itemId},Update quantity/variant,Public/User,,Present,PATCH,/api/v1/cart/{cartId}/items/{itemId},src/cart/cart.controller.ts:61,Updates quantity. Variant changes go through delete + re-add for now.
42,4. Cart,DELETE,/api/v1/cart/{cartId}/items/{itemId},Remove item,Public/User,,Present,DELETE,/api/v1/cart/{cartId}/items/{itemId},src/cart/cart.controller.ts:73
43,4. Cart,DELETE,/api/v1/cart/{cartId},Clear cart,Public/User,,Present,DELETE,/api/v1/cart/{cartId},src/cart/cart.controller.ts:84,Empties items; keeps the cart record.
44,4. Cart,POST,/api/v1/cart/{cartId}/merge,Merge guest cart with user cart on login,User,,Present,POST,/api/v1/cart/{cartId}/merge,src/cart/cart.controller.ts:91,Auth required. Body needs {guestToken}. Moves items into user primary cart then deletes the guest cart.
45,4. Cart,GET,/api/v1/cart/{cartId}/totals,"Get totals breakdown (markup, fees, delivery)",Public/User,Depends on pricing rule lock,Present,GET,/api/v1/cart/{cartId}/totals,src/cart/cart.controller.ts:103,"Returns subtotal + 7.5% VAT placeholder + flat delivery placeholder + pricingLocked:false until pricing-rule engine (Module 16) ships."
46,4. Cart,POST,/api/v1/cart/{cartId}/validate,Validate cart pre-checkout (stock/policy),Public/User,,Present,POST,/api/v1/cart/{cartId}/validate,src/cart/cart.controller.ts:110,Checks each item: product active + variant stock + product inventoryStatus. Returns issues array.
47,5. Checkout,POST,/api/v1/checkout/session,Initialize checkout session,Public/User,,Missing,,,,Entire checkout module missing.
48,5. Checkout,POST,/api/v1/checkout/{sessionId}/address,Capture delivery address,Public/User,,Missing
49,5. Checkout,POST,/api/v1/checkout/{sessionId}/address/validate,Validate address & geocode,Public/User,,Missing
50,5. Checkout,GET,/api/v1/checkout/{sessionId}/delivery-options,Retrieve delivery options (pickup/API/seller),Public/User,,Missing
51,5. Checkout,POST,/api/v1/checkout/{sessionId}/delivery,Select delivery mode,Public/User,,Missing
52,5. Checkout,POST,/api/v1/checkout/{sessionId}/pickup-details,Submit pickup person/vehicle/time,Public/User,,Missing
53,5. Checkout,GET,/api/v1/checkout/{sessionId}/summary,Final fee/total summary,Public/User,Pricing math must be locked,Missing
54,5. Checkout,POST,/api/v1/checkout/{sessionId}/confirm,Confirm and place order,Public/User,,Missing
55,6. Payments - Paystack,POST,/api/v1/payments/paystack/initialize,Initialize Paystack transaction,Public/User,,Missing,,,,Only Deals/campaign-scoped Paystack init exists (POST /deals/campaigns/my/{id}/initialize-payment).
56,6. Payments - Paystack,GET,/api/v1/payments/paystack/verify/{reference},Verify payment,Public/User,,Missing,,,,Verification happens implicitly via webhook only; no client verify endpoint.
57,6. Payments - Paystack,POST,/api/v1/payments/paystack/charge/authorize,Charge saved authorization,User,,Missing
58,6. Payments - Paystack,POST,/api/v1/payments/paystack/transfer/initialize,Bank transfer flow,Public/User,,Missing
59,6. Payments - Paystack,GET,/api/v1/payments/paystack/transfer/status/{ref},Bank transfer status,Public/User,,Missing
60,6. Payments - Paystack,POST,/api/v1/payments/paystack/refund,Issue refund via Paystack,Admin,,Missing
61,6. Payments - Paystack,POST,/api/v1/webhooks/paystack,Paystack webhook receiver,Signed,Signature validation required,Present,POST,/api/v1/webhooks/paystack,src/webhooks/paystack-webhook.controller.ts:20,HMAC-SHA512 signature verified. Currently only handles deal-campaign payments; needs extension to general orders.
62,7. Payments - Stripe,POST,/api/v1/payments/stripe/payment-intent,Create PaymentIntent,Public/User,International - pending V1 decision,Missing,,,,No Stripe SDK integrated.
63,7. Payments - Stripe,POST,/api/v1/payments/stripe/payment-intent/{id}/confirm,Confirm PaymentIntent,Public/User,,Missing
64,7. Payments - Stripe,POST,/api/v1/payments/stripe/setup-intent,SetupIntent for saving cards,User,,Missing
65,7. Payments - Stripe,POST,/api/v1/payments/stripe/refund,Issue refund via Stripe,Admin,,Missing
66,7. Payments - Stripe,GET,/api/v1/payments/stripe/payment-methods,List saved methods,User,,Missing
67,7. Payments - Stripe,DELETE,/api/v1/payments/stripe/payment-methods/{id},Detach method,User,,Missing
68,7. Payments - Stripe,POST,/api/v1/webhooks/stripe,Stripe webhook receiver,Signed,,Missing
69,8. Payments - Wallet,GET,/api/v1/wallet,Wallet balance and tier,User,Conditional V1,Missing,,,,No wallet module.
70,8. Payments - Wallet,GET,/api/v1/wallet/transactions,Transaction history,User,,Missing
71,8. Payments - Wallet,POST,/api/v1/wallet/topup/initialize,Top up wallet,User,,Missing
72,8. Payments - Wallet,POST,/api/v1/wallet/debit,Debit wallet (checkout),User/Internal,,Missing
73,8. Payments - Wallet,POST,/api/v1/wallet/credit,Credit wallet (refund/reward),Admin/Internal,,Missing
74,8. Payments - Wallet,POST,/api/v1/wallet/transfer,Internal wallet transfer,User,,Missing
75,8. Payments - Wallet,GET,/api/v1/wallet/holds,View active holds,User,,Missing
76,9. Pay on Delivery (PoD),GET,/api/v1/payments/pod/eligibility,Check PoD eligibility (risk rules),User,,Missing,,,,No PoD module.
77,9. Pay on Delivery (PoD),POST,/api/v1/payments/pod/confirm,Confirm PoD order,User,,Missing
78,9. Pay on Delivery (PoD),POST,/api/v1/payments/pod/collect,Mark cash collected on delivery,Driver/Admin,,Missing
79,10. Orders,POST,/api/v1/orders,Create order (from checkout),Public/User,,Missing,,,,"No order schema, service, or controller exists."
80,10. Orders,GET,/api/v1/orders,List orders for authenticated user,User,,Missing
81,10. Orders,GET,/api/v1/orders/{id},Order detail,User,,Missing
82,10. Orders,GET,/api/v1/orders/{id}/timeline,Status timeline,User,,Missing
83,10. Orders,GET,/api/v1/orders/{id}/tracking,Live tracking events,User,,Missing
84,10. Orders,POST,/api/v1/orders/{id}/cancel,Cancel order (if eligible),User,,Missing
85,10. Orders,GET,/api/v1/orders/{id}/invoice,Download invoice,User,,Missing
86,10. Orders,GET,/api/v1/orders/{id}/pod,Proof of delivery artifacts,User,,Missing
87,10. Orders,POST,/api/v1/orders/guest/lookup,Guest order lookup (orderId + phone),Public,,Missing
88,11. Returns & Refunds,POST,/api/v1/returns,Create return request,User,,Missing,,,,Returns/refunds module not built.
89,11. Returns & Refunds,GET,/api/v1/returns,List user returns,User,,Missing
90,11. Returns & Refunds,GET,/api/v1/returns/{id},Return detail,User,,Missing
91,11. Returns & Refunds,PATCH,/api/v1/returns/{id}/cancel,Cancel return request,User,,Missing
92,11. Returns & Refunds,POST,/api/v1/returns/{id}/evidence,Upload photos/evidence,User,,Missing
93,11. Returns & Refunds,GET,/api/v1/returns/eligibility/{orderItemId},Check return eligibility,User,Supplier-specific policy,Missing
94,11. Returns & Refunds,POST,/api/v1/refunds/{returnId}/process,Process refund,Admin,,Missing
95,11. Returns & Refunds,GET,/api/v1/refunds/{id},Refund status,User/Admin,,Missing
96,12. Logistics,POST,/api/v1/logistics/quote,Get delivery fee quote (Uber/Bolt),Public/User,Provider TBD,Partial,GET,/api/v1/shipping/estimate,src/shipping/shipping.controller.ts:12,A basic estimate endpoint exists but is not provider-backed (no Uber/Bolt integration).
97,12. Logistics,POST,/api/v1/logistics/coverage/check,Check courier coverage for address,Public/User,,Missing
98,12. Logistics,POST,/api/v1/logistics/booking,Book courier after payment,Internal,,Missing
99,12. Logistics,GET,/api/v1/logistics/booking/{id},Booking status,User/Admin,,Missing
100,12. Logistics,POST,/api/v1/logistics/booking/{id}/cancel,Cancel booking,Admin,,Missing
101,12. Logistics,POST,/api/v1/logistics/booking/{id}/retry,Retry with fallback provider,Internal,,Missing
102,12. Logistics,GET,/api/v1/logistics/tracking/{bookingId},Get tracking events,User,,Missing
103,12. Logistics,POST,/api/v1/logistics/pod,Upload POD (photo/signature/GPS),Driver,,Missing
104,12. Logistics,POST,/api/v1/webhooks/logistics/uber,Uber webhook,Signed,,Missing
105,12. Logistics,POST,/api/v1/webhooks/logistics/bolt,Bolt webhook,Signed,,Missing
106,12. Logistics,POST,/api/v1/logistics/pickup/ready,Supplier marks Ready for Pickup,Seller/Supplier,,Missing
107,12. Logistics,POST,/api/v1/logistics/pickup/verify,Verify pickup via QR/order ID,Supplier,,Missing
108,12. Logistics,POST,/api/v1/logistics/pickup/complete,Mark pickup completed,Supplier,,Missing
109,12. Logistics,POST,/api/v1/logistics/pickup/fail,Mark pickup failed/escalate,Supplier,,Missing
110,13. Seller Module,POST,/api/v1/sellers/onboard,Seller onboarding submission,Public,,Partial,POST,/api/v1/sellers,src/sellers/sellers.controller.ts:69,A simple seller-create exists; full onboarding wizard (with KYC/agreement gates) not built. Seller registration is also handled in /auth/register/seller/*.
111,13. Seller Module,GET,/api/v1/sellers/me,Seller profile,Seller,,Partial,GET,/api/v1/sellers/my,src/sellers/sellers.controller.ts:77,Path rename only.
112,13. Seller Module,PATCH,/api/v1/sellers/me,Update seller details,Seller,,Partial,PATCH,/api/v1/sellers/my,src/sellers/sellers.controller.ts:85,Path rename only.
113,13. Seller Module,POST,/api/v1/sellers/me/agreement,Accept stocking & dispatch agreement,Seller,Mandatory before activation,Missing,,,,No agreement-acceptance endpoint or gating logic.
114,13. Seller Module,POST,/api/v1/sellers/me/kyc,Submit KYC documents,Seller,KYC-light per PRD,Missing,,,,No KYC submission/storage.
115,13. Seller Module,GET,/api/v1/sellers/me/products,List own listings,Seller,,Partial,GET,/api/v1/sellers/{sellerSlug}/products,src/sellers/sellers.controller.ts:40,Public endpoint by slug; no /me-scoped own-listings endpoint. Sellers can use GET /products with ownership filter today.
116,13. Seller Module,POST,/api/v1/sellers/me/products,Submit new listing,Seller,,Partial,POST,/api/v1/products,src/products/products.controller.ts:51,Generic product create gated to seller/admin; no /sellers/me scope.
117,13. Seller Module,PATCH,/api/v1/sellers/me/products/{id},Update listing,Seller,,Partial,PATCH,/api/v1/products/{id},src/products/products.controller.ts:62
118,13. Seller Module,DELETE,/api/v1/sellers/me/products/{id},Withdraw listing,Seller,,Partial,DELETE,/api/v1/products/{id},src/products/products.controller.ts:74
119,13. Seller Module,POST,/api/v1/sellers/me/products/{id}/images,Upload product images,Seller,,Partial,POST,/api/v1/upload,src/upload/upload.controller.ts:25,Generic upload; not product-scoped. Image association handled by client supplying URLs in product DTO.
120,13. Seller Module,GET,/api/v1/sellers/me/orders,View assigned orders,Seller,,Missing,,,,Orders module doesn't exist.
121,13. Seller Module,POST,/api/v1/sellers/me/orders/{id}/acknowledge,Acknowledge order,Seller,,Missing
122,13. Seller Module,POST,/api/v1/sellers/me/orders/{id}/dispatch,Confirm dispatch,Seller,,Missing
123,13. Seller Module,GET,/api/v1/sellers/me/returns,View return cases,Seller,,Missing
124,13. Seller Module,POST,/api/v1/sellers/me/returns/{id}/decision,Approve/reject return,Seller,,Missing
125,13. Seller Module,GET,/api/v1/sellers/me/payouts,Payout history,Seller,,Missing
126,13. Seller Module,GET,/api/v1/sellers/me/fees,Fee/maintenance summary,Seller,3% maintenance fee,Missing
127,14. Supplier Module,GET,/api/v1/suppliers/me/products,Supplier-owned items,Supplier,"MBZ, CSI etc.",Missing,,,,Entire supplier module missing.
128,14. Supplier Module,PATCH,/api/v1/suppliers/me/products/{id}/stock,Update stock,Supplier,Manual initially,Missing
129,14. Supplier Module,GET,/api/v1/suppliers/me/orders,Assigned orders,Supplier,,Missing
130,14. Supplier Module,POST,/api/v1/suppliers/me/orders/{id}/ready,Mark ready for dispatch/pickup,Supplier,,Missing
131,14. Supplier Module,POST,/api/v1/suppliers/me/orders/{id}/dispatch,Mark dispatched,Supplier,,Missing
132,14. Supplier Module,GET,/api/v1/suppliers/me/policies,Supplier-specific policy rules,Supplier,,Missing
133,15. Admin - Catalog,GET,/api/v1/admin/products,List all products (1P + 3P),Admin,,Present,GET,/api/v1/admin/products,src/admin/admin-products.controller.ts:31,Includes inactive listings; supports pagination.
134,15. Admin - Catalog,POST,/api/v1/admin/products,Create 1P product,Admin,,Missing,,,,No admin-scoped create; admins can still use POST /products since gating allows admin.
135,15. Admin - Catalog,PATCH,/api/v1/admin/products/{id},Update product,Admin,,Present,PATCH,/api/v1/admin/products/{id},src/admin/admin-products.controller.ts:50
136,15. Admin - Catalog,DELETE,/api/v1/admin/products/{id},Remove product,Admin,,Present,DELETE,/api/v1/admin/products/{id},src/admin/admin-products.controller.ts:69,Force delete.
137,15. Admin - Catalog,POST,/api/v1/admin/products/{id}/approve,Approve 3P listing,Admin,,Partial,PATCH,/api/v1/admin/products/{id}/status,src/admin/admin-products.controller.ts:60,Single isActive toggle; no separate approve/reject semantics or moderation state.
138,15. Admin - Catalog,POST,/api/v1/admin/products/{id}/reject,Reject 3P listing,Admin,,Partial,PATCH,/api/v1/admin/products/{id}/status,src/admin/admin-products.controller.ts:60,Same toggle; no rejection reason or audit trail.
139,15. Admin - Catalog,POST,/api/v1/admin/products/{id}/feature,Feature product,Admin,,Missing,,,,No featured-flag endpoint; section tags must be set via product update.
140,15. Admin - Catalog,GET,/api/v1/admin/categories,Manage categories,Admin,,Present,GET,/api/v1/admin/categories,src/admin/admin-categories.controller.ts:31
141,15. Admin - Catalog,POST,/api/v1/admin/categories,Create category,Admin,,Present,POST,/api/v1/admin/categories,src/admin/admin-categories.controller.ts:37
142,15. Admin - Catalog,PATCH,/api/v1/admin/categories/{id},Update category,Admin,,Present,PATCH,/api/v1/admin/categories/{id},src/admin/admin-categories.controller.ts:52
143,15. Admin - Catalog,DELETE,/api/v1/admin/categories/{id},Delete category,Admin,,Present,DELETE,/api/v1/admin/categories/{id},src/admin/admin-categories.controller.ts:65
144,16. Admin - Pricing & Fees,GET,/api/v1/admin/pricing/rules,View pricing rules,Admin,,Missing,,,,No pricing-rules engine.
145,16. Admin - Pricing & Fees,POST,/api/v1/admin/pricing/rules,Create pricing rule (15% markup etc.),Admin,Pricing lock required,Missing
146,16. Admin - Pricing & Fees,PATCH,/api/v1/admin/pricing/rules/{id},Update rule,Admin,,Missing
147,16. Admin - Pricing & Fees,GET,/api/v1/admin/pricing/fees,View fee configuration,Admin,,Missing
